Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Daniel Knight;Wanita;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_1;Tidak;5;FTI
Daniel Lewin;Wanita;Orang Tua;Belum;Orang Tua;2007;Tangerang;UKM_1;Tidak;5;DKV
Daniel Matthews;Pria;Kosong;Bekerja;Orang Tua;2007;Karawang;UKM_4;Tidak;6;FIKOM
Daniel Mcguire;Pria;Kosong;Bekerja;Kosong;2009;Bogor;UKM_4;Tidak;3,5;FIKOM
Daniel Mcneill;Pria;Kosong;Belum;Beasiswa;2007;Karawang;UKM_2;Ya;5;FT
Daniel Miller;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;4,5;FISIP
Daniel Morrison;Wanita;Kosong;Bekerja;Kosong;2008;Karawang;UKM_1;Ya;5;FISIP
Daniel Mould;Pria;Kos;Bekerja;Kosong;2007;Bekasi;UKM_3;Tidak;4,5;FT
Daniel Mullins;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_1;Tidak;4;FTI
Daniel Murray;Pria;Orang Tua;Belum;Kosong;2009;Tangerang;Tidak;Ya;6;FIKOM
Daniel Needham;Wanita;Kosong;Belum;Orang Tua;2007;Jakarta;UKM_3;Ya;4;FTI
Daniel Newman;Pria;Orang Tua;Belum;Kosong;2007;Bogor;UKM_2;Tidak;4,5;DKV
Daniel Nicolas;Pria;Kos;Belum;Beasiswa;2009;Serang;Tidak;Tidak;6;FIKOM
Daniel Norburn;Wanita;Kosong;Bekerja;Beasiswa;2009;Serang;UKM_2;Ya;6,5;FISIP
Daniel Norris;Wanita;Kosong;Belum;Orang Tua;2009;Serang;UKM_4;Tidak;3,5;FISIP
Daniel Notman;Wanita;Kosong;Bekerja;Kosong;2007;Karawang;UKM_2;Ya;4;FT
Daniel Ogilvy;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_2;Ya;6;FISIP
Daniel Quinn;Pria;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Ya;4,5;FT
Daniel Quinnell;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_1;Tidak;5;FTI
Daniel Reading;Pria;Kos;Belum;Beasiswa;2008;Tangerang;UKM_2;Ya;4;FISIP
Daniel Reynolds;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_4;Ya;5;FTI
Daniel Richardson;Wanita;Kos;Belum;Beasiswa;2007;Bekasi;UKM_4;Tidak;5,5;FISIP
Daniel Roberts;Wanita;Orang Tua;Belum;Kosong;2009;Bogor;Tidak;Tidak;4,5;FISIP
Daniel Rose;Pria;Orang Tua;Bekerja;Kosong;2008;Karawang;Tidak;Ya;6,5;FT
Daniel Ross;Pria;Kosong;Bekerja;Kosong;2008;Jakarta;UKM_3;Ya;5;DKV
Daniel Rust;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_2;Tidak;5,5;FISIP
Daniel Shelton;Pria;Kosong;Bekerja;Kosong;2009;Bekasi;UKM_1;Ya;5,5;FISIP
Daniel Simmons;Wanita;Kos;Belum;Kosong;2008;Karawang;Tidak;Tidak;6,5;FISIP
Daniel Speed;Pria;Kos;Belum;Beasiswa;2009;Jakarta;UKM_2;Ya;5,5;DKV
Daniel Summers;Pria;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_4;Ya;4;FISIP
Daniel Tate;Pria;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_2;Tidak;4;DKV
Daniel Vincent;Wanita;Kos;Bekerja;Kosong;2008;Bekasi;UKM_2;Tidak;3,5;FIKOM
Daniel Vollans;Pria;Orang Tua;Belum;Kosong;2007;Bekasi;UKM_4;Tidak;6;FISIP
Daniel Walker;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Tidak;3,5;FT
Daniel Warden;Wanita;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;4;DKV
Daniel Wright;Wanita;Kos;Belum;Beasiswa;2007;Jakarta;UKM_4;Ya;7;FIKOM
Danielle Andrews;Wanita;Kosong;Belum;Beasiswa;2007;Bogor;Tidak;Tidak;4,5;FIKOM
Danielle Blackwall;Pria;Kosong;Belum;Orang Tua;2009;Serang;UKM_2;Tidak;7;FT
Danielle Cann;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_3;Ya;5;FISIP
Danielle Gray;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;UKM_2;Ya;4,5;FT
Danielle Hamilton;Wanita;Kosong;Bekerja;Beasiswa;2009;Bogor;UKM_2;Ya;5,5;FT
Danielle Jackson;Pria;Kosong;Belum;Kosong;2008;Jakarta;UKM_3;Tidak;6;FT
Danielle Johnson;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;4;FT
Danielle Knight;Pria;Kos;Belum;Kosong;2008;Serang;Tidak;Tidak;5;FTI
Danielle Moran;Pria;Orang Tua;Bekerja;Beasiswa;2008;Serang;UKM_3;Ya;5;DKV
Danielle Nayler;Wanita;Kosong;Belum;Beasiswa;2009;Tangerang;Tidak;Tidak;4,5;FT
Danielle Simpson;Wanita;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_2;Tidak;6,5;FIKOM
Danielle Thorne;Wanita;Kosong;Belum;Beasiswa;2008;Karawang;UKM_2;Ya;5,5;FIKOM
Danielle Waterson;Wanita;Kosong;Belum;Kosong;2009;Karawang;UKM_2;Ya;6;FIKOM
Danny Andrews;Wanita;Kos;Bekerja;Orang Tua;2008;Serang;UKM_2;Ya;4;FT
Danny Bailey;Pria;Orang Tua;Belum;Beasiswa;2007;Jakarta;Tidak;Tidak;7;FIKOM
Danny Baker;Pria;Kos;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;5;DKV
Danny Barclay;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_3;Ya;5,5;DKV
Danny Beal;Pria;Kosong;Belum;Kosong;2009;Serang;UKM_3;Ya;5;FT
Danny Benfield;Pria;Orang Tua;Belum;Beasiswa;2007;Bekasi;Tidak;Ya;5,5;FTI
Danny Benson;Wanita;Kosong;Belum;Kosong;2007;Tangerang;Tidak;Ya;6;FTI
Danny Bolton;Pria;Kos;Bekerja;Kosong;2009;Tangerang;UKM_3;Tidak;6;FTI
Danny Brennan;Pria;Kos;Bekerja;Orang Tua;2009;Bekasi;UKM_4;Ya;3,5;FISIP
Danny Buckley;Pria;Kos;Bekerja;Kosong;2008;Bekasi;UKM_4;Ya;4,5;FTI
Danny Coates;Wanita;Kos;Belum;Beasiswa;2009;Karawang;UKM_1;Tidak;4;FIKOM
Danny Coleman;Wanita;Kos;Belum;Kosong;2008;Jakarta;UKM_2;Ya;4;DKV
Danny Cooper;Wanita;Kosong;Bekerja;Orang Tua;2008;Tangerang;UKM_2;Tidak;6,5;FIKOM
Danny Cork;Pria;Orang Tua;Belum;Beasiswa;2007;Jakarta;Tidak;Tidak;5;FIKOM
Danny Daniells;Pria;Kosong;Belum;Orang Tua;2008;Bekasi;Tidak;Tidak;6,5;FTI
Danny Dunbar;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_3;Tidak;6;FT
Danny Eddison;Wanita;Kosong;Bekerja;Kosong;2008;Serang;UKM_1;Tidak;6;DKV
Danny Evans;Wanita;Orang Tua;Bekerja;Kosong;2008;Bekasi;UKM_1;Tidak;6,5;FTI
Danny Farrow;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_2;Ya;3,5;FISIP
Danny Forester;Wanita;Orang Tua;Bekerja;Kosong;2009;Tangerang;UKM_4;Ya;3,5;FIKOM
Danny Hale;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;Tidak;Tidak;5;FT
Danny Heaton;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bogor;UKM_1;Tidak;4;FTI
Danny James;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_2;Ya;7;FTI
Danny Knight;Pria;Kos;Bekerja;Beasiswa;2009;Serang;UKM_4;Ya;5,5;DKV
Danny Mcneill;Pria;Kosong;Belum;Orang Tua;2007;Tangerang;UKM_1;Ya;6;FIKOM
Danny Mould;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_4;Tidak;5,5;FISIP
Danny Nurton;Pria;Orang Tua;Bekerja;Beasiswa;2009;Karawang;UKM_3;Ya;3,5;FISIP
Danny Osmond;Wanita;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;7;FIKOM
Danny Owen;Wanita;Kosong;Belum;Orang Tua;2008;Jakarta;UKM_2;Tidak;4;FT
Danny Parr;Pria;Orang Tua;Belum;Orang Tua;2009;Jakarta;UKM_4;Tidak;5,5;FT
Danny Radcliffe;Wanita;Kos;Belum;Kosong;2007;Bekasi;UKM_3;Ya;4,5;FIKOM
Danny Redden;Pria;Kosong;Bekerja;Orang Tua;2009;Bogor;UKM_2;Tidak;3,5;FIKOM
Danny Redfern;Wanita;Kos;Bekerja;Beasiswa;2007;Tangerang;UKM_3;Tidak;6,5;FT
Danny Reid;Pria;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;3,5;FIKOM
Danny Rivers;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_3;Ya;4;FISIP
Danny Rixon;Wanita;Kos;Bekerja;Orang Tua;2009;Karawang;UKM_3;Ya;4,5;FIKOM
Danny Robe;Pria;Kos;Belum;Kosong;2008;Tangerang;UKM_3;Ya;5,5;FT
Danny Rose;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_1;Ya;3,5;DKV
Danny Rossi;Pria;Kos;Bekerja;Kosong;2008;Tangerang;UKM_4;Tidak;3,5;FT
Danny Sanchez;Pria;Kosong;Belum;Kosong;2009;Karawang;UKM_3;Tidak;4,5;FISIP
Danny Saunders;Pria;Kos;Belum;Kosong;2007;Tangerang;UKM_1;Tidak;4,5;FIKOM
Danny Sinclair;Wanita;Kosong;Bekerja;Kosong;2008;Bogor;UKM_2;Tidak;5;FIKOM
Danny Spencer;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;4;DKV
Danny Stark;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_1;Tidak;6,5;DKV
Danny Stevenson;Pria;Orang Tua;Bekerja;Kosong;2009;Bogor;UKM_3;Ya;6,5;FT
Danny Tate;Pria;Kosong;Bekerja;Orang Tua;2009;Karawang;UKM_3;Tidak;7;FT
Danny Thompson;Wanita;Orang Tua;Belum;Orang Tua;2007;Bogor;Tidak;Tidak;4;FTI
Danny Tindall;Pria;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_4;Tidak;3,5;FIKOM
Danny Townend;Wanita;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Tidak;4;FTI
Danny Vallory;Pria;Orang Tua;Belum;Kosong;2009;Serang;UKM_1;Tidak;5;FIKOM
Danny Ventura;Pria;Orang Tua;Belum;Orang Tua;2008;Jakarta;Tidak;Tidak;6,5;FT
Danny Widdows;Wanita;Kos;Bekerja;Orang Tua;2009;Tangerang;UKM_3;Ya;7;FT
Danny Wright;Pria;Orang Tua;Belum;Kosong;2008;Bekasi;UKM_1;Ya;6;FISIP
Daphne Flett;Wanita;Kos;Belum;Beasiswa;2008;Tangerang;UKM_3;Tidak;3,5;DKV
Daphne Gilbert;Pria;Kos;Belum;Beasiswa;2009;Jakarta;Tidak;Tidak;6,5;FTI
Daphne Gonzales;Pria;Kosong;Belum;Beasiswa;2007;Bekasi;UKM_3;Ya;6,5;FTI
Daphne Jacobs;Pria;Orang Tua;Bekerja;Kosong;2009;Jakarta;UKM_1;Tidak;4;FTI
Daphne Keys;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Serang;Tidak;Tidak;4;FTI
Daphne Leslie;Pria;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;4,5;FIKOM
Daphne Moore;Wanita;Kosong;Bekerja;Kosong;2009;Bogor;UKM_2;Ya;6,5;FIKOM
Daphne Nobbs;Pria;Kosong;Bekerja;Beasiswa;2008;Bogor;UKM_4;Ya;7;FISIP
Daphne Ripley;Pria;Kos;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;3,5;DKV
Daphne Steer;Wanita;Kos;Belum;Beasiswa;2007;Bogor;UKM_3;Ya;5,5;FTI
Daphne Victor;Wanita;Kosong;Belum;Beasiswa;2007;Tangerang;UKM_2;Ya;4;FTI
Daphne Windsor;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Tidak;7;FTI
Daphne Young;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;6,5;FTI
Daria Allcott;Pria;Orang Tua;Belum;Kosong;2009;Bekasi;Tidak;Ya;4,5;DKV
Daria Allington;Wanita;Kosong;Bekerja;Orang Tua;2007;Bogor;UKM_1;Tidak;6,5;FTI
Daria Booth;Wanita;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Ya;5;DKV
Daria Cartwright;Pria;Orang Tua;Belum;Orang Tua;2008;Bogor;Tidak;Ya;5,5;FT
Daria Clark;Pria;Kos;Bekerja;Kosong;2008;Serang;UKM_1;Tidak;3,5;DKV
Daria Dann;Pria;Kos;Bekerja;Kosong;2009;Bogor;UKM_2;Ya;5;DKV
Daria Davies;Wanita;Kos;Belum;Kosong;2009;Karawang;UKM_3;Ya;7;FISIP
Daria Downing;Pria;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_3;Tidak;4,5;FTI
Daria Eagle;Wanita;Kosong;Bekerja;Orang Tua;2009;Bekasi;UKM_1;Ya;6;FIKOM
Daria Fowler;Wanita;Kos;Bekerja;Kosong;2009;Bogor;UKM_1;Ya;4,5;FTI
Daria Griffiths;Pria;Kosong;Belum;Kosong;2008;Bekasi;UKM_2;Tidak;7;DKV
Daria Hamilton;Wanita;Kosong;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;5;FTI
Daria Kelly;Wanita;Kos;Bekerja;Kosong;2009;Serang;UKM_1;Tidak;7;FTI
Daria Phillips;Wanita;Orang Tua;Belum;Kosong;2008;Bekasi;UKM_2;Tidak;6;FISIP
Daria Price;Pria;Orang Tua;Belum;Kosong;2009;Tangerang;UKM_2;Tidak;5;FT
Daria Roberts;Wanita;Kosong;Belum;Beasiswa;2008;Tangerang;UKM_4;Ya;3,5;FTI
Daria Rogers;Pria;Orang Tua;Bekerja;Orang Tua;2009;Jakarta;UKM_2;Tidak;4;FIKOM
Daria Roth;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_2;Tidak;3,5;FTI
Daria Walton;Pria;Kosong;Belum;Orang Tua;2007;Serang;UKM_1;Ya;6,5;DKV
Daria Ward;Wanita;Kos;Belum;Beasiswa;2009;Jakarta;UKM_3;Ya;4;FISIP
Darlene Bell;Wanita;Kosong;Bekerja;Beasiswa;2007;Bekasi;UKM_1;Tidak;5,5;FT
Darlene Brett;Pria;Orang Tua;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;3,5;DKV
Darlene Cork;Wanita;Kos;Belum;Beasiswa;2007;Bekasi;Tidak;Ya;4,5;DKV
Darlene Lunt;Wanita;Kos;Belum;Kosong;2009;Serang;UKM_3;Tidak;3,5;DKV
Darlene Mccall;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;5,5;FT
Darlene Roberts;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;UKM_3;Ya;6;FTI
Darlene Ross;Wanita;Kosong;Belum;Kosong;2008;Jakarta;UKM_1;Ya;5,5;DKV
Darlene Rust;Pria;Kos;Belum;Orang Tua;2009;Tangerang;Tidak;Tidak;5,5;FT
Darlene Ryan;Wanita;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;3,5;FTI
Darlene Snell;Pria;Kosong;Bekerja;Orang Tua;2009;Tangerang;UKM_1;Tidak;4;DKV
Daron Atkinson;Wanita;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_3;Ya;4;FTI
Daron Bayliss;Wanita;Kosong;Bekerja;Kosong;2008;Bekasi;UKM_1;Tidak;4,5;FISIP
Daron Cadman;Pria;Kosong;Bekerja;Beasiswa;2008;Serang;UKM_2;Tidak;7;DKV
Daron Campbell;Wanita;Orang Tua;Belum;Beasiswa;2009;Serang;UKM_1;Tidak;4;FISIP
Daron Coates;Pria;Orang Tua;Belum;Orang Tua;2009;Bogor;Tidak;Ya;4;FIKOM
Daron Crawley;Wanita;Kosong;Bekerja;Beasiswa;2009;Bekasi;UKM_1;Tidak;6,5;FT
Daron Downing;Wanita;Kosong;Belum;Beasiswa;2007;Tangerang;UKM_4;Tidak;7;FT
Daron Emerson;Wanita;Kosong;Bekerja;Orang Tua;2008;Serang;UKM_2;Ya;6;FISIP
Daron Gregory;Pria;Orang Tua;Bekerja;Kosong;2008;Bogor;UKM_3;Tidak;6,5;DKV
Daron Herbert;Wanita;Kosong;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Tidak;6,5;FIKOM
Daron Hudson;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_1;Tidak;4;FISIP
Daron Huggins;Pria;Kosong;Belum;Orang Tua;2009;Bogor;UKM_3;Tidak;3,5;FIKOM
Daron Jackson;Wanita;Kos;Bekerja;Kosong;2007;Serang;UKM_3;Tidak;4,5;FIKOM
Daron Kennedy;Pria;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_3;Ya;6;FT
Daron Knight;Pria;Orang Tua;Bekerja;Beasiswa;2009;Jakarta;UKM_2;Ya;6,5;FIKOM
Daron Matthews;Pria;Orang Tua;Belum;Orang Tua;2007;Bekasi;UKM_1;Tidak;5;DKV
Daron Mcnally;Pria;Orang Tua;Belum;Orang Tua;2007;Jakarta;UKM_2;Ya;6,5;FISIP
Daron Murray;Pria;Kos;Bekerja;Beasiswa;2009;Bogor;UKM_1;Tidak;4;FISIP
Daron Olivier;Pria;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Ya;4;FT
Daron Owen;Pria;Kosong;Bekerja;Orang Tua;2009;Bogor;UKM_4;Tidak;5;FISIP
Daron Parker;Wanita;Kos;Belum;Orang Tua;2008;Karawang;UKM_2;Tidak;4;FIKOM
Daron Pickard;Wanita;Kosong;Bekerja;Kosong;2007;Serang;UKM_2;Tidak;6;FIKOM
Daron Plumb;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;Tidak;Tidak;6,5;FIKOM
Daron Redfern;Pria;Kos;Belum;Kosong;2008;Jakarta;UKM_1;Tidak;5,5;FT
Daron Reese;Pria;Kosong;Bekerja;Orang Tua;2008;Bekasi;UKM_2;Tidak;6;FISIP
Daron Reynolds;Wanita;Kosong;Bekerja;Beasiswa;2007;Karawang;UKM_3;Ya;6;FTI
Daron Richardson;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_2;Tidak;4;DKV
Daron Robe;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_4;Ya;5;DKV
Daron Shaw;Wanita;Kosong;Belum;Beasiswa;2009;Bogor;Tidak;Ya;6;FTI
Daron Tennant;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Tangerang;UKM_2;Ya;5;DKV
Daron Thomson;Wanita;Kos;Bekerja;Kosong;2007;Jakarta;Tidak;Ya;6,5;FIKOM
Daron Vinton;Wanita;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_3;Ya;6;FTI
Daron Weldon;Wanita;Kos;Belum;Kosong;2008;Jakarta;Tidak;Ya;5;FIKOM
Daron Welsch;Pria;Kos;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;4,5;FT
Daron Whitehouse;Wanita;Orang Tua;Belum;Beasiswa;2008;Serang;UKM_1;Tidak;4;FTI
Daron Windsor;Pria;Kosong;Bekerja;Orang Tua;2009;Serang;UKM_1;Tidak;5,5;FT
Dasha Beal;Pria;Orang Tua;Belum;Beasiswa;2009;Karawang;Tidak;Ya;4,5;FT
Dasha Craig;Wanita;Orang Tua;Belum;Kosong;2008;Serang;Tidak;Ya;6,5;FIKOM
Dasha Crawley;Wanita;Orang Tua;Belum;Orang Tua;2009;Bogor;UKM_2;Tidak;4,5;FT
Dasha Dwyer;Pria;Kosong;Belum;Kosong;2009;Karawang;UKM_2;Ya;4,5;FTI
Dasha Ebbs;Pria;Orang Tua;Belum;Orang Tua;2008;Serang;Tidak;Tidak;7;FISIP
Dasha Fulton;Wanita;Kosong;Bekerja;Kosong;2007;Serang;UKM_3;Tidak;6,5;FTI
Dasha Gallacher;Pria;Kosong;Belum;Kosong;2008;Serang;UKM_3;Tidak;7;DKV
Dasha Kelly;Pria;Kos;Bekerja;Kosong;2008;Bekasi;UKM_3;Tidak;4,5;FT
Dasha Lindop;Wanita;Orang Tua;Belum;Kosong;2008;Tangerang;Tidak;Ya;3,5;FISIP
Dasha Parr;Wanita;Kosong;Belum;Kosong;2009;Jakarta;UKM_3;Ya;5,5;FTI
Dasha Potts;Pria;Kos;Belum;Kosong;2008;Karawang;UKM_1;Ya;4,5;FTI
Dasha Spencer;Wanita;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_2;Tidak;3,5;FISIP
Dasha Thatcher;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;7;FIKOM
Dasha Thomas;Wanita;Kos;Belum;Orang Tua;2009;Karawang;UKM_2;Ya;4,5;DKV
Dasha Uddin;Wanita;Kos;Belum;Orang Tua;2007;Tangerang;UKM_2;Ya;5;DKV
Dasha Ventura;Pria;Orang Tua;Bekerja;Orang Tua;2008;Serang;Tidak;Ya;5,5;FISIP
Dasha Vince;Pria;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_2;Tidak;7;FTI
Dasha Wallace;Pria;Kos;Belum;Beasiswa;2007;Karawang;UKM_3;Tidak;5,5;DKV
Dasha Wilson;Wanita;Kosong;Belum;Beasiswa;2008;Bogor;UKM_3;Ya;5;FIKOM
Dasha Wren;Wanita;Kosong;Belum;Beasiswa;2007;Bogor;UKM_2;Ya;4;FISIP
David Addley;Pria;Kosong;Bekerja;Kosong;2008;Tangerang;UKM_4;Tidak;5;DKV
David Ainsworth;Wanita;Kos;Belum;Orang Tua;2009;Jakarta;UKM_4;Ya;6;FISIP
David Amstead;Wanita;Kosong;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;4,5;FISIP
David Anderson;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Ya;4;DKV
David Bailey;Wanita;Kosong;Belum;Orang Tua;2008;Serang;UKM_2;Ya;4,5;FT
David Baldwin;Wanita;Kosong;Bekerja;Kosong;2007;Jakarta;UKM_1;Ya;4,5;FTI
David Brett;Wanita;Kosong;Bekerja;Orang Tua;2008;Tangerang;UKM_4;Tidak;4;FIKOM
David Collingwood;Wanita;Kosong;Bekerja;Kosong;2007;Bogor;UKM_3;Tidak;3,5;FTI
David Dann;Pria;Kos;Belum;Kosong;2008;Serang;UKM_4;Ya;6;FT
David Davies;Pria;Kos;Belum;Kosong;2009;Serang;UKM_3;Ya;4,5;FT
David Duvall;Pria;Kosong;Bekerja;Kosong;2007;Tangerang;UKM_3;Tidak;6;DKV
David Emmett;Pria;Orang Tua;Bekerja;Kosong;2008;Tangerang;UKM_2;Ya;5;FIKOM
David Evans;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;Tidak;Ya;5;FT
David Everett;Wanita;Kos;Belum;Beasiswa;2008;Jakarta;Tidak;Tidak;6,5;FT
David Freeburn;Pria;Kosong;Belum;Beasiswa;2009;Bekasi;Tidak;Tidak;5,5;FIKOM
David Haines;Pria;Kosong;Belum;Orang Tua;2008;Karawang;UKM_3;Tidak;7;FISIP
David Harrington;Wanita;Kosong;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;5,5;FIKOM
David Ingram;Pria;Kosong;Belum;Orang Tua;2008;Serang;UKM_3;Tidak;5;FIKOM
David Jefferson;Wanita;Orang Tua;Belum;Kosong;2007;Tangerang;UKM_4;Tidak;7;FTI
David Knight;Pria;Kos;Belum;Beasiswa;2009;Jakarta;UKM_2;Ya;6,5;FIKOM
David Knott;Pria;Kosong;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;3,5;DKV
David Lloyd;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;UKM_2;Tidak;5,5;FISIP
David Mcguire;Wanita;Kosong;Bekerja;Orang Tua;2007;Serang;UKM_3;Tidak;5;FIKOM
David Mcneill;Pria;Kosong;Belum;Kosong;2009;Bogor;UKM_2;Tidak;7;FTI
David Murray;Wanita;Kosong;Bekerja;Orang Tua;2007;Karawang;Tidak;Ya;4,5;FT
David Norburn;Pria;Orang Tua;Belum;Orang Tua;2009;Bekasi;UKM_4;Ya;6,5;DKV
David Norman;Pria;Kosong;Bekerja;Kosong;2007;Jakarta;UKM_1;Tidak;5;FTI
David Penn;Pria;Kos;Bekerja;Beasiswa;2008;Tangerang;UKM_1;Tidak;6,5;FT
David Pratt;Pria;Kosong;Belum;Beasiswa;2008;Bekasi;Tidak;Tidak;6,5;FIKOM
David Robinson;Wanita;Kosong;Bekerja;Kosong;2007;Jakarta;UKM_4;Tidak;4;FIKOM
David Rossi;Wanita;Kosong;Bekerja;Orang Tua;2008;Serang;UKM_2;Ya;4;FT
David Seymour;Pria;Kosong;Bekerja;Kosong;2007;Bogor;Tidak;Ya;4,5;FTI
David Shepherd;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;7;FIKOM
David Shields;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_2;Ya;4;FTI
David Stanton;Wanita;Kos;Belum;Orang Tua;2009;Tangerang;UKM_3;Tidak;4,5;FISIP
David Stevenson;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;UKM_4;Ya;4;FIKOM
David Stewart;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_3;Tidak;7;FT
David Swan;Pria;Kosong;Belum;Kosong;2009;Tangerang;UKM_4;Ya;5,5;FISIP
David Veale;Wanita;Kos;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Tidak;5;FT
David Vollans;Wanita;Kosong;Belum;Kosong;2009;Bogor;UKM_2;Ya;6,5;FIKOM
David Walton;Wanita;Kos;Belum;Orang Tua;2007;Karawang;UKM_4;Tidak;3,5;DKV
David Wheeler;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_3;Tidak;5;FTI
David Whinter;Pria;Kosong;Bekerja;Kosong;2007;Serang;UKM_2;Ya;5,5;FISIP
David Willson;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bekasi;Tidak;Ya;4;FTI
Davina Bell;Wanita;Orang Tua;Belum;Kosong;2009;Tangerang;UKM_4;Tidak;5;FT
Davina Bright;Wanita;Kosong;Belum;Orang Tua;2009;Karawang;Tidak;Tidak;6,5;FIKOM
Davina Brooks;Wanita;Orang Tua;Bekerja;Orang Tua;2009;Bogor;UKM_3;Tidak;4,5;FTI
Davina Cunningham;Wanita;Kos;Belum;Orang Tua;2007;Tangerang;UKM_1;Ya;6,5;FT
Davina Dixon;Wanita;Kosong;Belum;Orang Tua;2008;Serang;UKM_1;Tidak;5,5;FISIP
Davina Mason;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_1;Tidak;6,5;DKV
Davina Nobbs;Wanita;Orang Tua;Bekerja;Kosong;2008;Karawang;UKM_4;Ya;7;DKV
Davina Notman;Wanita;Kos;Belum;Kosong;2009;Karawang;UKM_2;Ya;4;FIKOM
